품목명,규격_단위,규격,가격,기준일자
김,100장,양포동+산동읍,2200,2023-06-25
김,100장,원평동+신평동,1910,2023-06-25
김,100장,인동동+진미동,1400,2023-06-25
김,100장,평균,2194,2025-01-31
김밥,1인분,고아읍,4700,2023-06-25
김밥,1인분,도량동+선주원남동,4700,2023-06-25
김밥,1인분,상모사곡동+임오동,4400,2023-06-25
김밥,1인분,선산읍,4700,2023-06-25
김밥,1인분,송정동+형곡동,4700,2023-06-25
김밥,1인분,양포동+산동읍,2800,2023-06-25
김밥,1인분,원평동+신평동,4300,2023-06-25
김밥,1인분,인동동+진미동,4700,2023-06-25
김밥,1인분,평균,4375,2025-01-31
김치찌개백반,1그릇,고아읍,8000,2023-06-25
김치찌개백반,1그릇,도량동+선주원남동,9000,2023-06-25
김치찌개백반,1그릇,상모사곡동+임오동,7000,2023-06-25
김치찌개백반,1그릇,선산읍,8000,2023-06-25
김치찌개백반,1그릇,송정동+형곡동,7000,2023-06-25
김치찌개백반,1그릇,양포동+산동읍,8000,2023-06-25
김치찌개백반,1그릇,원평동+신평동,8000,2023-06-25
김치찌개백반,1그릇,인동동+진미동,8000,2023-06-25
김치찌개백반,1그릇,평균,7875,2025-01-31
냉동오징어,2마리,고아읍,870,2023-06-25
냉동오징어,2마리,도량동+선주원남동,1780,2023-06-25
냉동오징어,2마리,상모사곡동+임오동,1150,2023-06-25
냉동오징어,2마리,선산읍,1980,2023-06-25
냉동오징어,2마리,송정동+형곡동,1100,2023-06-25
냉동오징어,2마리,양포동+산동읍,1050,2023-06-25
냉동오징어,2마리,원평동+신평동,750,2023-06-25
냉동오징어,2마리,인동동+진미동,900,2023-06-25
냉동오징어,2마리,평균,1198,2025-01-31
냉면,1그릇,고아읍,7000,2023-06-25
냉면,1그릇,도량동+선주원남동,9000,2023-06-25
냉면,1그릇,상모사곡동+임오동,7500,2023-06-25
냉면,1그릇,선산읍,5000,2023-06-25
냉면,1그릇,송정동+형곡동,8000,2023-06-25
냉면,1그릇,양포동+산동읍,9000,2023-06-25
냉면,1그릇,원평동+신평동,9000,2023-06-25
냉면,1그릇,인동동+진미동,9000,2023-06-25
냉면,1그릇,평균,7938,2025-01-31
노래방이용료,1시간,고아읍,13000,2023-06-25
노래방이용료,1시간,도량동+선주원남동,12000,2023-06-25
노래방이용료,1시간,상모사곡동+임오동,12000,2023-06-25
노래방이용료,1시간,선산읍,15000,2023-06-25
노래방이용료,1시간,송정동+형곡동,13000,2023-06-25
노래방이용료,1시간,양포동+산동읍,10000,2023-06-25
노래방이용료,1시간,원평동+신평동,10000,2023-06-25
노래방이용료,1시간,인동동+진미동,15000,2023-06-25
노래방이용료,1시간,평균,12500,2025-01-31
녹차(커피숍),1잔,고아읍,4000,2023-06-25
녹차(커피숍),1잔,도량동+선주원남동,4000,2023-06-25
녹차(커피숍),1잔,상모사곡동+임오동,4000,2023-06-25
녹차(커피숍),1잔,선산읍,3000,2023-06-25
녹차(커피숍),1잔,송정동+형곡동,3000,2023-06-25
녹차(커피숍),1잔,양포동+산동읍,5000,2023-06-25
녹차(커피숍),1잔,원평동+신평동,3000,2023-06-25
녹차(커피숍),1잔,인동동+진미동,5000,2023-06-25
녹차(커피숍),1잔,평균,3875,2025-01-31
달걀,10개,고아읍,4900,2023-06-25
달걀,10개,도량동+선주원남동,5900,2023-06-25
달걀,10개,상모사곡동+임오동,4900,2023-06-25
달걀,10개,선산읍,5900,2023-06-25
달걀,10개,송정동+형곡동,2400,2023-06-25
달걀,10개,양포동+산동읍,5980,2023-06-25
달걀,10개,원평동+신평동,3500,2023-06-25
달걀,10개,인동동+진미동,5900,2023-06-25
달걀,10개,평균,4923,2025-01-31
닭고기,1kg,고아읍,36900,2023-06-25
닭고기,1kg,도량동+선주원남동,32000,2023-06-25
닭고기,1kg,상모사곡동+임오동,32000,2023-06-25
닭고기,1kg,선산읍,12800,2023-06-25
닭고기,1kg,송정동+형곡동,16500,2023-06-25
닭고기,1kg,양포동+산동읍,26330,2023-06-25
닭고기,1kg,원평동+신평동,37000,2023-06-25
닭고기,1kg,인동동+진미동,25000,2023-06-25
닭고기,1kg,평균,27316,2025-01-31
당구장이용료,1시간,고아읍,16000,2023-06-25
당구장이용료,1시간,도량동+선주원남동,14000,2023-06-25
당구장이용료,1시간,상모사곡동+임오동,15000,2023-06-25
당구장이용료,1시간,선산읍,12000,2023-06-25
당구장이용료,1시간,송정동+형곡동,15000,2023-06-25
당구장이용료,1시간,양포동+산동읍,12000,2023-06-25
당구장이용료,1시간,원평동+신평동,13000,2023-06-25
당구장이용료,1시간,인동동+진미동,12000,2023-06-25
당구장이용료,1시간,평균,13625,2025-01-31
돈까스(경양식),1인분,고아읍,350000,2023-06-25
돈까스(경양식),1인분,도량동+선주원남동,300000,2023-06-25
돈까스(경양식),1인분,상모사곡동+임오동,170000,2023-06-25
돈까스(경양식),1인분,선산읍,0,2023-06-25
돈까스(경양식),1인분,송정동+형곡동,180000,2023-06-25
돈까스(경양식),1인분,양포동+산동읍,160000,2023-06-25
돈까스(경양식),1인분,원평동+신평동,280000,2023-06-25
돈까스(경양식),1인분,인동동+진미동,160000,2023-06-25
돈까스(경양식),1인분,평균,228571,2025-01-31
돼지갈비(외식),돼지200g 1인분,고아읍,0,2023-06-25
돼지갈비(외식),돼지200g 1인분,도량동+선주원남동,9000,2023-06-25
돼지갈비(외식),돼지200g 1인분,상모사곡동+임오동,0,2023-06-25
돼지갈비(외식),돼지200g 1인분,선산읍,0,2023-06-25
돼지갈비(외식),돼지200g 1인분,송정동+형곡동,0,2023-06-25
돼지갈비(외식),돼지200g 1인분,양포동+산동읍,0,2023-06-25
돼지갈비(외식),돼지200g 1인분,원평동+신평동,13000,2023-06-25
돼지갈비(외식),돼지200g 1인분,인동동+진미동,10000,2023-06-25
돼지갈비(외식),돼지200g 1인분,평균,10667,2025-01-31
돼지고기,500g,고아읍,3000,2023-06-25
돼지고기,500g,도량동+선주원남동,3100,2023-06-25
돼지고기,500g,상모사곡동+임오동,3250,2023-06-25
돼지고기,500g,선산읍,3650,2023-06-25
돼지고기,500g,송정동+형곡동,3550,2023-06-25
돼지고기,500g,양포동+산동읍,3300,2023-06-25
돼지고기,500g,원평동+신평동,2930,2023-06-25
돼지고기,500g,인동동+진미동,3300,2023-06-25
돼지고기,500g,평균,3260,2025-01-31
된장찌개(대중식당),1인분,고아읍,52000,2023-06-25
된장찌개(대중식당),1인분,도량동+선주원남동,52000,2023-06-25
된장찌개(대중식당),1인분,상모사곡동+임오동,49800,2023-06-25
된장찌개(대중식당),1인분,선산읍,52000,2023-06-25
된장찌개(대중식당),1인분,송정동+형곡동,45800,2023-06-25
된장찌개(대중식당),1인분,양포동+산동읍,49000,2023-06-25
된장찌개(대중식당),1인분,원평동+신평동,52000,2023-06-25
된장찌개(대중식당),1인분,인동동+진미동,52000,2023-06-25
된장찌개(대중식당),1인분,평균,50575,2025-01-31
두부,1모,고아읍,1550,2023-06-25
두부,1모,도량동+선주원남동,1480,2023-06-25
두부,1모,상모사곡동+임오동,1500,2023-06-25
두부,1모,선산읍,1800,2023-06-25
두부,1모,송정동+형곡동,1380,2023-06-25
두부,1모,양포동+산동읍,1500,2023-06-25
두부,1모,원평동+신평동,2000,2023-06-25
두부,1모,인동동+진미동,1500,2023-06-25
두부,1모,평균,1589,2025-01-31
마늘,1kg,고아읍,0,2023-06-25
마늘,1kg,도량동+선주원남동,15000,2023-06-25
마늘,1kg,상모사곡동+임오동,19000,2023-06-25
마늘,1kg,선산읍,18000,2023-06-25
마늘,1kg,송정동+형곡동,0,2023-06-25
마늘,1kg,양포동+산동읍,0,2023-06-25
마늘,1kg,원평동+신평동,17000,2023-06-25
마늘,1kg,인동동+진미동,18000,2023-06-25
마늘,1kg,평균,17400,2025-01-31
맥주,1병,고아읍,1540,2023-06-25
맥주,1병,도량동+선주원남동,1540,2023-06-25
맥주,1병,상모사곡동+임오동,1750,2023-06-25
맥주,1병,선산읍,1700,2023-06-25
맥주,1병,송정동+형곡동,1650,2023-06-25
맥주,1병,양포동+산동읍,1540,2023-06-25
맥주,1병,원평동+신평동,1520,2023-06-25
맥주,1병,인동동+진미동,1510,2023-06-25
맥주,1병,평균,1594,2025-01-31
명태,1마리,고아읍,11800,2023-06-25
명태,1마리,도량동+선주원남동,11900,2023-06-25
명태,1마리,상모사곡동+임오동,10600,2023-06-25
명태,1마리,선산읍,11800,2023-06-25
명태,1마리,송정동+형곡동,11000,2023-06-25
명태,1마리,양포동+산동읍,10900,2023-06-25
명태,1마리,원평동+신평동,12900,2023-06-25
명태,1마리,인동동+진미동,11900,2023-06-25
명태,1마리,평균,11600,2025-01-31
목욕료(성인),1회,고아읍,30000,2023-06-25
목욕료(성인),1회,도량동+선주원남동,60000,2023-06-25
목욕료(성인),1회,상모사곡동+임오동,40000,2023-06-25
목욕료(성인),1회,선산읍,30000,2023-06-25
목욕료(성인),1회,송정동+형곡동,35000,2023-06-25
목욕료(성인),1회,양포동+산동읍,40000,2023-06-25
목욕료(성인),1회,원평동+신평동,30000,2023-06-25
목욕료(성인),1회,인동동+진미동,35000,2023-06-25
목욕료(성인),1회,평균,37500,2025-01-31
목욕료(아동),1회,고아읍,0,2023-06-25
목욕료(아동),1회,도량동+선주원남동,0,2023-06-25
목욕료(아동),1회,상모사곡동+임오동,0,2023-06-25
목욕료(아동),1회,선산읍,0,2023-06-25
목욕료(아동),1회,송정동+형곡동,0,2023-06-25
목욕료(아동),1회,양포동+산동읍,0,2023-06-25
목욕료(아동),1회,원평동+신평동,0,2023-06-25
목욕료(아동),1회,인동동+진미동,0,2023-06-25
목욕료(아동),1회,평균,0,2025-01-31
무,1kg,고아읍,2800,2023-06-25
무,1kg,도량동+선주원남동,2500,2023-06-25
무,1kg,상모사곡동+임오동,3000,2023-06-25
무,1kg,선산읍,2500,2023-06-25
무,1kg,송정동+형곡동,2500,2023-06-25
무,1kg,양포동+산동읍,2500,2023-06-25
무,1kg,원평동+신평동,3000,2023-06-25
무,1kg,인동동+진미동,2500,2023-06-25
무,1kg,평균,2663,2025-01-31
미용료(컷트),1회,고아읍,0,2023-06-25
미용료(컷트),1회,도량동+선주원남동,132000,2023-06-25
미용료(컷트),1회,상모사곡동+임오동,0,2023-06-25
미용료(컷트),1회,선산읍,0,2023-06-25
미용료(컷트),1회,송정동+형곡동,50000,2023-06-25
미용료(컷트),1회,양포동+산동읍,70000,2023-06-25
미용료(컷트),1회,원평동+신평동,60000,2023-06-25
미용료(컷트),1회,인동동+진미동,0,2023-06-25
미용료(컷트),1회,평균,78000,2025-01-31
민영APT관리비,32평_1월,고아읍,6000,2023-06-25
민영APT관리비,32평_1월,도량동+선주원남동,6000,2023-06-25
민영APT관리비,32평_1월,상모사곡동+임오동,6000,2023-06-25
민영APT관리비,32평_1월,선산읍,6000,2023-06-25
민영APT관리비,32평_1월,송정동+형곡동,6000,2023-06-25
민영APT관리비,32평_1월,양포동+산동읍,6000,2023-06-25
민영APT관리비,32평_1월,원평동+신평동,6000,2023-06-25
민영APT관리비,32평_1월,인동동+진미동,6000,2023-06-25
민영APT관리비,32평_1월,평균,6000,2025-01-31
밤,1kg,고아읍,9900,2023-06-25
밤,1kg,도량동+선주원남동,4100,2023-06-25
밤,1kg,상모사곡동+임오동,8900,2023-06-25
밤,1kg,선산읍,9900,2023-06-25
밤,1kg,송정동+형곡동,9900,2023-06-25
밤,1kg,양포동+산동읍,9500,2023-06-25
밤,1kg,원평동+신평동,6630,2023-06-25
밤,1kg,인동동+진미동,11000,2023-06-25
밤,1kg,평균,8729,2025-01-31
배,10개,고아읍,11000,2023-06-25
배,10개,도량동+선주원남동,7750,2023-06-25
배,10개,상모사곡동+임오동,12000,2023-06-25
배,10개,선산읍,10000,2023-06-25
배,10개,송정동+형곡동,12000,2023-06-25
배,10개,양포동+산동읍,9000,2023-06-25
배,10개,원평동+신평동,7900,2023-06-25
배,10개,인동동+진미동,10000,2023-06-25
배,10개,평균,9956,2025-01-31
배추,1kg,고아읍,990,2023-06-25
배추,1kg,도량동+선주원남동,2680,2023-06-25
배추,1kg,상모사곡동+임오동,1900,2023-06-25
배추,1kg,선산읍,1980,2023-06-25
배추,1kg,송정동+형곡동,1980,2023-06-25
배추,1kg,양포동+산동읍,1950,2023-06-25
배추,1kg,원평동+신평동,990,2023-06-25
배추,1kg,인동동+진미동,2500,2023-06-25
배추,1kg,평균,1871,2025-01-31
보리쌀,1kg,고아읍,12750,2023-06-25
보리쌀,1kg,도량동+선주원남동,12750,2023-06-25
보리쌀,1kg,상모사곡동+임오동,14750,2023-06-25
보리쌀,1kg,선산읍,14750,2023-06-25
보리쌀,1kg,송정동+형곡동,9400,2023-06-25
보리쌀,1kg,양포동+산동읍,14250,2023-06-25
보리쌀,1kg,원평동+신평동,13000,2023-06-25
보리쌀,1kg,인동동+진미동,15000,2023-06-25
보리쌀,1kg,평균,13331,2025-01-31
볼링장이용료,1게임,고아읍,16600,2023-06-25
볼링장이용료,1게임,도량동+선주원남동,9600,2023-06-25
볼링장이용료,1게임,상모사곡동+임오동,15000,2023-06-25
볼링장이용료,1게임,선산읍,24000,2023-06-25
볼링장이용료,1게임,송정동+형곡동,10800,2023-06-25
볼링장이용료,1게임,양포동+산동읍,12000,2023-06-25
볼링장이용료,1게임,원평동+신평동,7200,2023-06-25
볼링장이용료,1게임,인동동+진미동,20000,2023-06-25
볼링장이용료,1게임,평균,14400,2025-01-31
불고기,200g 1인분,고아읍,12700,2023-06-25
불고기,200g 1인분,도량동+선주원남동,11600,2023-06-25
불고기,200g 1인분,상모사곡동+임오동,19000,2023-06-25
불고기,200g 1인분,선산읍,13500,2023-06-25
불고기,200g 1인분,송정동+형곡동,17000,2023-06-25
불고기,200g 1인분,양포동+산동읍,14500,2023-06-25
불고기,200g 1인분,원평동+신평동,12000,2023-06-25
불고기,200g 1인분,인동동+진미동,15000,2023-06-25
불고기,200g 1인분,평균,14413,2025-01-31
비빔밥,1그릇,고아읍,7000,2023-06-25
비빔밥,1그릇,도량동+선주원남동,7000,2023-06-25
비빔밥,1그릇,상모사곡동+임오동,7000,2023-06-25
비빔밥,1그릇,선산읍,8000,2023-06-25
비빔밥,1그릇,송정동+형곡동,9500,2023-06-25
비빔밥,1그릇,양포동+산동읍,8000,2023-06-25
비빔밥,1그릇,원평동+신평동,8000,2023-06-25
비빔밥,1그릇,인동동+진미동,5500,2023-06-25
비빔밥,1그릇,평균,7500,2025-01-31
사과,10개,고아읍,34800,2023-06-25
사과,10개,도량동+선주원남동,39800,2023-06-25
사과,10개,상모사곡동+임오동,36000,2023-06-25
사과,10개,선산읍,25000,2023-06-25
사과,10개,송정동+형곡동,25800,2023-06-25
사과,10개,양포동+산동읍,42000,2023-06-25
사과,10개,원평동+신평동,29880,2023-06-25
사과,10개,인동동+진미동,45000,2023-06-25
사과,10개,평균,34785,2025-01-31
사진인화료,현상_24매,고아읍,4000,2023-06-25
사진인화료,현상_24매,도량동+선주원남동,4500,2023-06-25
사진인화료,현상_24매,상모사곡동+임오동,5000,2023-06-25
사진인화료,현상_24매,선산읍,4000,2023-06-25
사진인화료,현상_24매,송정동+형곡동,4000,2023-06-25
사진인화료,현상_24매,양포동+산동읍,7000,2023-06-25
사진인화료,현상_24매,원평동+신평동,5000,2023-06-25
사진인화료,현상_24매,인동동+진미동,6000,2023-06-25
사진인화료,현상_24매,평균,4938,2025-01-31
사진촬영료,3x4_6매,고아읍,6000,2023-06-25
사진촬영료,3x4_6매,도량동+선주원남동,7500,2023-06-25
사진촬영료,3x4_6매,상모사곡동+임오동,7000,2023-06-25
사진촬영료,3x4_6매,선산읍,7000,2023-06-25
사진촬영료,3x4_6매,송정동+형곡동,6000,2023-06-25
사진촬영료,3x4_6매,양포동+산동읍,8000,2023-06-25
사진촬영료,3x4_6매,원평동+신평동,8000,2023-06-25
사진촬영료,3x4_6매,인동동+진미동,8000,2023-06-25
사진촬영료,3x4_6매,평균,7188,2025-01-31
삼겹살(외식),200g 1인분,고아읍,30000,2023-06-25
삼겹살(외식),200g 1인분,도량동+선주원남동,30000,2023-06-25
삼겹살(외식),200g 1인분,상모사곡동+임오동,30000,2023-06-25
삼겹살(외식),200g 1인분,선산읍,20000,2023-06-25
삼겹살(외식),200g 1인분,송정동+형곡동,30000,2023-06-25
삼겹살(외식),200g 1인분,양포동+산동읍,30000,2023-06-25
삼겹살(외식),200g 1인분,원평동+신평동,30000,2023-06-25
삼겹살(외식),200g 1인분,인동동+진미동,30000,2023-06-25
삼겹살(외식),200g 1인분,평균,28750,2025-01-31
삼계탕,1그릇,고아읍,14000,2023-06-25
삼계탕,1그릇,도량동+선주원남동,14000,2023-06-25
삼계탕,1그릇,상모사곡동+임오동,15000,2023-06-25
삼계탕,1그릇,선산읍,15000,2023-06-25
삼계탕,1그릇,송정동+형곡동,12000,2023-06-25
삼계탕,1그릇,양포동+산동읍,14000,2023-06-25
삼계탕,1그릇,원평동+신평동,15000,2023-06-25
삼계탕,1그릇,인동동+진미동,15000,2023-06-25
삼계탕,1그릇,평균,14250,2025-01-31
생선초밥(일식집),1인분,고아읍,12000,2023-06-25
생선초밥(일식집),1인분,도량동+선주원남동,15000,2023-06-25
생선초밥(일식집),1인분,상모사곡동+임오동,12000,2023-06-25
생선초밥(일식집),1인분,선산읍,14000,2023-06-25
생선초밥(일식집),1인분,송정동+형곡동,20000,2023-06-25
생선초밥(일식집),1인분,양포동+산동읍,17000,2023-06-25
생선초밥(일식집),1인분,원평동+신평동,20000,2023-06-25
생선초밥(일식집),1인분,인동동+진미동,15000,2023-06-25
생선초밥(일식집),1인분,평균,15625,2025-01-31
설렁탕,1그릇,고아읍,7000,2023-06-25
설렁탕,1그릇,도량동+선주원남동,9000,2023-06-25
설렁탕,1그릇,상모사곡동+임오동,9000,2023-06-25
설렁탕,1그릇,선산읍,9000,2023-06-25
설렁탕,1그릇,송정동+형곡동,9000,2023-06-25
설렁탕,1그릇,양포동+산동읍,10000,2023-06-25
설렁탕,1그릇,원평동+신평동,10000,2023-06-25
설렁탕,1그릇,인동동+진미동,10000,2023-06-25
설렁탕,1그릇,평균,9125,2025-01-31
설탕,1kg,고아읍,1950,2023-06-25
설탕,1kg,도량동+선주원남동,1980,2023-06-25
설탕,1kg,상모사곡동+임오동,2580,2023-06-25
설탕,1kg,선산읍,2700,2023-06-25
설탕,1kg,송정동+형곡동,2150,2023-06-25
설탕,1kg,양포동+산동읍,1980,2023-06-25
설탕,1kg,원평동+신평동,1800,2023-06-25
설탕,1kg,인동동+진미동,1980,2023-06-25
설탕,1kg,평균,2140,2025-01-31
소주,1병,고아읍,1390,2023-06-25
소주,1병,도량동+선주원남동,1540,2023-06-25
소주,1병,상모사곡동+임오동,1580,2023-06-25
소주,1병,선산읍,1450,2023-06-25
소주,1병,송정동+형곡동,1400,2023-06-25
소주,1병,양포동+산동읍,1390,2023-06-25
소주,1병,원평동+신평동,1380,2023-06-25
소주,1병,인동동+진미동,1400,2023-06-25
소주,1병,평균,1441,2025-01-31
쇠고기(국산),500g,고아읍,8500,2023-06-25
쇠고기(국산),500g,도량동+선주원남동,7380,2023-06-25
쇠고기(국산),500g,상모사곡동+임오동,8500,2023-06-25
쇠고기(국산),500g,선산읍,11900,2023-06-25
쇠고기(국산),500g,송정동+형곡동,6100,2023-06-25
쇠고기(국산),500g,양포동+산동읍,8600,2023-06-25
쇠고기(국산),500g,원평동+신평동,9970,2023-06-25
쇠고기(국산),500g,인동동+진미동,8700,2023-06-25
쇠고기(국산),500g,평균,8706,2025-01-31
쇠고기(외식),200g 1인분,고아읍,26000,2023-06-25
쇠고기(외식),200g 1인분,도량동+선주원남동,21000,2023-06-25
쇠고기(외식),200g 1인분,상모사곡동+임오동,26000,2023-06-25
쇠고기(외식),200g 1인분,선산읍,29300,2023-06-25
쇠고기(외식),200g 1인분,송정동+형곡동,28000,2023-06-25
쇠고기(외식),200g 1인분,양포동+산동읍,28000,2023-06-25
쇠고기(외식),200g 1인분,원평동+신평동,28000,2023-06-25
쇠고기(외식),200g 1인분,인동동+진미동,28000,2023-06-25
쇠고기(외식),200g 1인분,평균,26788,2025-01-31
수영장이용료(성인),1회,고아읍,0,2023-06-25
수영장이용료(성인),1회,도량동+선주원남동,0,2023-06-25
수영장이용료(성인),1회,상모사곡동+임오동,0,2023-06-25
수영장이용료(성인),1회,선산읍,0,2023-06-25
수영장이용료(성인),1회,송정동+형곡동,0,2023-06-25
수영장이용료(성인),1회,양포동+산동읍,0,2023-06-25
수영장이용료(성인),1회,원평동+신평동,0,2023-06-25
수영장이용료(성인),1회,인동동+진미동,0,2023-06-25
수영장이용료(성인),1회,평균,0,2025-01-31
숙박료(여관),1인1박,고아읍,0,2023-06-25
숙박료(여관),1인1박,도량동+선주원남동,3500,2023-06-25
숙박료(여관),1인1박,상모사곡동+임오동,0,2023-06-25
숙박료(여관),1인1박,선산읍,3500,2023-06-25
숙박료(여관),1인1박,송정동+형곡동,0,2023-06-25
숙박료(여관),1인1박,양포동+산동읍,3500,2023-06-25
숙박료(여관),1인1박,원평동+신평동,0,2023-06-25
숙박료(여관),1인1박,인동동+진미동,0,2023-06-25
숙박료(여관),1인1박,평균,3500,2025-01-31
숙박료(호텔),1인1박,고아읍,1000,2023-06-25
숙박료(호텔),1인1박,도량동+선주원남동,1000,2023-06-25
숙박료(호텔),1인1박,상모사곡동+임오동,1300,2023-06-25
숙박료(호텔),1인1박,선산읍,1000,2023-06-25
숙박료(호텔),1인1박,송정동+형곡동,1200,2023-06-25
숙박료(호텔),1인1박,양포동+산동읍,1000,2023-06-25
숙박료(호텔),1인1박,원평동+신평동,1000,2023-06-25
숙박료(호텔),1인1박,인동동+진미동,1100,2023-06-25
숙박료(호텔),1인1박,평균,1075,2025-01-31
식용유,1병(1800ml),고아읍,6980,2023-06-25
식용유,1병(1800ml),도량동+선주원남동,6980,2023-06-25
식용유,1병(1800ml),상모사곡동+임오동,7900,2023-06-25
식용유,1병(1800ml),선산읍,9800,2023-06-25
식용유,1병(1800ml),송정동+형곡동,8800,2023-06-25
식용유,1병(1800ml),양포동+산동읍,7280,2023-06-25
식용유,1병(1800ml),원평동+신평동,6980,2023-06-25
식용유,1병(1800ml),인동동+진미동,7980,2023-06-25
식용유,1병(1800ml),평균,7838,2025-01-31
쌀,20kg,고아읍,17000,2023-06-25
쌀,20kg,도량동+선주원남동,17500,2023-06-25
쌀,20kg,상모사곡동+임오동,22500,2023-06-25
쌀,20kg,선산읍,24500,2023-06-25
쌀,20kg,송정동+형곡동,14900,2023-06-25
쌀,20kg,양포동+산동읍,19000,2023-06-25
쌀,20kg,원평동+신평동,17500,2023-06-25
쌀,20kg,인동동+진미동,17500,2023-06-25
쌀,20kg,평균,18800,2025-01-31
양복세탁료,1벌,고아읍,3800,2023-06-25
양복세탁료,1벌,도량동+선주원남동,3500,2023-06-25
양복세탁료,1벌,상모사곡동+임오동,0,2023-06-25
양복세탁료,1벌,선산읍,0,2023-06-25
양복세탁료,1벌,송정동+형곡동,4000,2023-06-25
양복세탁료,1벌,양포동+산동읍,4000,2023-06-25
양복세탁료,1벌,원평동+신평동,3500,2023-06-25
양복세탁료,1벌,인동동+진미동,3800,2023-06-25
양복세탁료,1벌,평균,3767,2025-01-31
양파,1kg,고아읍,3800,2023-06-25
양파,1kg,도량동+선주원남동,3000,2023-06-25
양파,1kg,상모사곡동+임오동,3200,2023-06-25
양파,1kg,선산읍,3980,2023-06-25
양파,1kg,송정동+형곡동,3980,2023-06-25
양파,1kg,양포동+산동읍,3600,2023-06-25
양파,1kg,원평동+신평동,2980,2023-06-25
양파,1kg,인동동+진미동,3200,2023-06-25
양파,1kg,평균,3468,2025-01-31
영화관람료(방화),1회,고아읍,10400,2023-06-25
영화관람료(방화),1회,도량동+선주원남동,10200,2023-06-25
영화관람료(방화),1회,상모사곡동+임오동,10200,2023-06-25
영화관람료(방화),1회,선산읍,9000,2023-06-25
영화관람료(방화),1회,송정동+형곡동,10000,2023-06-25
영화관람료(방화),1회,양포동+산동읍,10200,2023-06-25
영화관람료(방화),1회,원평동+신평동,10000,2023-06-25
영화관람료(방화),1회,인동동+진미동,10200,2023-06-25
영화관람료(방화),1회,평균,10025,2025-01-31
운동경기관람료(1인),1회,고아읍,3500,2023-06-25
운동경기관람료(1인),1회,도량동+선주원남동,3300,2023-06-25
운동경기관람료(1인),1회,상모사곡동+임오동,4100,2023-06-25
운동경기관람료(1인),1회,선산읍,4300,2023-06-25
운동경기관람료(1인),1회,송정동+형곡동,3980,2023-06-25
운동경기관람료(1인),1회,양포동+산동읍,3400,2023-06-25
운동경기관람료(1인),1회,원평동+신평동,3500,2023-06-25
운동경기관람료(1인),1회,인동동+진미동,3350,2023-06-25
운동경기관람료(1인),1회,평균,3679,2025-01-31
의복수선료,신사복바지 밑단,고아읍,17000,2023-06-25
의복수선료,신사복바지 밑단,도량동+선주원남동,18000,2023-06-25
의복수선료,신사복바지 밑단,상모사곡동+임오동,17000,2023-06-25
의복수선료,신사복바지 밑단,선산읍,18000,2023-06-25
의복수선료,신사복바지 밑단,송정동+형곡동,17000,2023-06-25
의복수선료,신사복바지 밑단,양포동+산동읍,16000,2023-06-25
의복수선료,신사복바지 밑단,원평동+신평동,18000,2023-06-25
의복수선료,신사복바지 밑단,인동동+진미동,17000,2023-06-25
의복수선료,신사복바지 밑단,평균,17250,2025-01-31
이용료,1회,고아읍,7000,2023-06-25
이용료,1회,도량동+선주원남동,8000,2023-06-25
이용료,1회,상모사곡동+임오동,7000,2023-06-25
이용료,1회,선산읍,5000,2023-06-25
이용료,1회,송정동+형곡동,8000,2023-06-25
이용료,1회,양포동+산동읍,8000,2023-06-25
이용료,1회,원평동+신평동,8000,2023-06-25
이용료,1회,인동동+진미동,9000,2023-06-25
이용료,1회,평균,7500,2025-01-31
자장면,1그릇,고아읍,18900,2023-06-25
자장면,1그릇,도량동+선주원남동,12000,2023-06-25
자장면,1그릇,상모사곡동+임오동,14300,2023-06-25
자장면,1그릇,선산읍,13000,2023-06-25
자장면,1그릇,송정동+형곡동,21500,2023-06-25
자장면,1그릇,양포동+산동읍,12000,2023-06-25
자장면,1그릇,원평동+신평동,13900,2023-06-25
자장면,1그릇,인동동+진미동,15000,2023-06-25
자장면,1그릇,평균,15075,2025-01-31
잠뽕,1그릇,고아읍,4000,2023-06-25
잠뽕,1그릇,도량동+선주원남동,3800,2023-06-25
잠뽕,1그릇,상모사곡동+임오동,4500,2023-06-25
잠뽕,1그릇,선산읍,3000,2023-06-25
잠뽕,1그릇,송정동+형곡동,3200,2023-06-25
잠뽕,1그릇,양포동+산동읍,3200,2023-06-25
잠뽕,1그릇,원평동+신평동,4400,2023-06-25
잠뽕,1그릇,인동동+진미동,3500,2023-06-25
잠뽕,1그릇,평균,3700,2025-01-31
조기,5마리,고아읍,5900,2023-06-25
조기,5마리,도량동+선주원남동,7500,2023-06-25
조기,5마리,상모사곡동+임오동,6900,2023-06-25
조기,5마리,선산읍,13800,2023-06-25
조기,5마리,송정동+형곡동,4000,2023-06-25
조기,5마리,양포동+산동읍,5900,2023-06-25
조기,5마리,원평동+신평동,5500,2023-06-25
조기,5마리,인동동+진미동,5900,2023-06-25
조기,5마리,평균,6925,2025-01-31
조리라면,1인분,고아읍,7000,2023-06-25
조리라면,1인분,도량동+선주원남동,13000,2023-06-25
조리라면,1인분,상모사곡동+임오동,9800,2023-06-25
조리라면,1인분,선산읍,8000,2023-06-25
조리라면,1인분,송정동+형곡동,10000,2023-06-25
조리라면,1인분,양포동+산동읍,11500,2023-06-25
조리라면,1인분,원평동+신평동,10000,2023-06-25
조리라면,1인분,인동동+진미동,10900,2023-06-25
조리라면,1인분,평균,10025,2025-01-31
